QF-1_numerical,QF-2_structural,QF-3_progress_tracking,QF-4_dependency,QF-5_problem_quantification,agent_id,condition,run_number,total_qf
0,9,0,1,0,Seshat,N,6,10
0,4,5,2,0,Seshat,N,6,11
1,8,0,2,0,Seshat,N,6,11
0,3,0,5,0,Seshat,N,6,8
0,2,3,1,0,Seshat,N,6,6
3,3,0,1,0,Seshat,N,6,7
0,5,0,1,0,Seshat,N,6,6
0,6,3,1,0,Seshat,N,6,10
0,5,3,0,0,Seshat,P,6,8
3,9,0,1,0,Seshat,P,6,13
0,8,0,1,0,Seshat,P,6,9
0,6,3,1,0,Seshat,P,6,10
2,9,0,0,0,Seshat,P,6,11
0,10,0,1,0,Seshat,P,6,11
0,6,3,1,0,Seshat,P,6,10
1,5,1,2,0,Seshat,P,6,9
0,7,0,0,0,Seshat,P,6,7
0,7,4,2,0,Seshat,P,6,13
0,2,2,2,0,Seshat,P,1,6
1,4,0,0,0,Seshat,P,1,5
0,7,0,1,0,Seshat,P,1,8
0,7,2,2,0,Seshat,P,1,11
0,6,0,3,0,Seshat,P,1,9
0,3,0,0,0,Seshat,P,1,3
0,8,3,1,0,Seshat,P,1,12
4,6,0,1,0,Seshat,P,1,11
0,6,1,0,0,Seshat,P,1,7
0,4,4,1,0,Seshat,P,1,9
0,8,3,2,0,Seshat,B,1,13
3,9,0,2,0,Seshat,B,1,14
0,4,0,2,0,Seshat,B,1,6
0,6,2,2,0,Seshat,B,1,10
2,9,0,3,0,Seshat,B,1,14
0,7,1,1,0,Seshat,B,1,9
0,5,4,2,0,Seshat,B,1,11
0,12,0,0,0,Seshat,B,1,12
0,5,1,1,0,Seshat,B,1,7
0,3,5,1,0,Seshat,B,1,9
1,7,4,2,0,Seshat,S,6,14
0,6,0,0,0,Seshat,S,6,6
0,7,1,1,0,Seshat,S,6,9
0,7,4,1,0,Seshat,S,6,12
0,4,0,3,0,Seshat,S,6,7
0,9,1,1,0,Seshat,S,6,11
0,8,3,5,0,Seshat,S,6,16
0,4,1,3,0,Seshat,S,6,8
0,9,0,1,0,Seshat,S,6,10
0,5,3,4,0,Seshat,S,6,12
0,8,2,1,0,Seshat,B,6,11
1,4,0,0,0,Seshat,B,6,5
0,3,2,1,0,Seshat,B,6,6
0,8,3,1,0,Seshat,B,6,12
2,8,0,0,0,Seshat,B,6,10
2,7,0,1,0,Seshat,B,6,10
0,5,4,2,0,Seshat,B,6,11
2,3,0,1,0,Seshat,B,6,6
0,8,2,1,0,Seshat,B,6,11
0,6,3,1,0,Seshat,B,6,10
0,8,4,2,0,Seshat,S,1,14
1,7,0,1,0,Seshat,S,1,9
0,10,0,1,0,Seshat,S,1,11
0,2,4,1,0,Seshat,S,1,7
0,5,0,3,0,Seshat,S,1,8
0,6,0,1,0,Seshat,S,1,7
0,9,5,1,0,Seshat,S,1,15
3,8,0,1,0,Seshat,S,1,12
2,4,0,2,0,Seshat,S,1,8
0,4,4,0,0,Seshat,S,1,8
0,6,3,0,0,Seshat,I,1,9
1,5,0,2,0,Seshat,I,1,8
0,3,1,1,0,Seshat,I,1,5
0,2,5,1,0,Seshat,I,1,8
0,15,0,2,0,Seshat,I,1,17
0,8,1,1,0,Seshat,I,1,10
0,8,3,1,0,Seshat,I,1,12
0,4,0,2,0,Seshat,I,1,6
0,9,0,1,0,Seshat,I,1,10
1,6,3,2,0,Seshat,I,1,12
0,5,4,2,0,Seshat,N,1,11
1,9,0,3,0,Seshat,N,1,13
0,8,3,1,0,Seshat,N,1,12
0,5,2,1,0,Seshat,N,1,8
1,8,0,1,0,Seshat,N,1,10
0,9,4,2,0,Seshat,N,1,15
0,5,4,0,0,Seshat,N,1,9
0,9,0,2,0,Seshat,N,1,11
0,8,1,3,0,Seshat,N,1,12
0,8,3,1,0,Seshat,N,1,12
0,7,2,1,0,Seshat,I,6,10
0,6,0,0,0,Seshat,I,6,6
0,7,0,1,0,Seshat,I,6,8
0,6,3,1,0,Seshat,I,6,10
1,1,0,0,0,Seshat,I,6,2
0,8,2,2,0,Seshat,I,6,12
0,2,5,2,0,Seshat,I,6,9
1,7,0,2,0,Seshat,I,6,10
0,10,0,3,0,Seshat,I,6,13
0,6,3,1,0,Seshat,I,6,10
0,6,3,1,0,Thoth,N,0,10
0,3,0,0,0,Thoth,N,0,3
1,2,0,0,0,Thoth,N,0,3
0,7,4,0,0,Thoth,N,0,11
1,5,0,1,0,Thoth,N,0,7
0,3,5,0,0,Thoth,I,0,8
0,9,0,2,0,Thoth,I,0,11
0,9,0,0,0,Thoth,I,0,9
0,8,4,1,0,Thoth,I,0,13
2,9,0,0,0,Thoth,I,0,11
0,3,3,1,0,Thoth,B,0,7
2,6,0,0,0,Thoth,B,0,8
0,6,0,0,0,Thoth,B,0,6
1,10,3,1,0,Thoth,B,0,15
0,5,0,0,0,Thoth,B,0,5
0,6,4,0,0,Thoth,P,0,10
2,5,0,1,0,Thoth,P,0,8
0,6,0,0,0,Thoth,P,0,6
0,7,3,2,0,Thoth,P,0,12
0,6,0,1,0,Thoth,P,0,7
0,8,3,0,0,Thoth,S,0,11
0,4,0,2,0,Thoth,S,0,6
0,2,0,0,0,Thoth,S,0,2
0,2,5,1,0,Thoth,S,0,8
0,7,0,1,0,Thoth,S,0,8
0,6,3,4,0,Anubis,N,0,13
0,4,1,2,0,Anubis,N,0,7
0,6,1,0,0,Anubis,N,0,7
0,7,4,4,0,Anubis,N,0,15
0,2,1,3,0,Anubis,N,0,6
0,2,5,2,0,Anubis,I,0,9
0,4,0,3,0,Anubis,I,0,7
0,7,0,1,0,Anubis,I,0,8
0,6,3,3,0,Anubis,I,0,12
0,4,0,7,0,Anubis,I,0,11
0,2,3,6,0,Anubis,B,0,11
1,4,0,3,0,Anubis,B,0,8
0,6,0,0,0,Anubis,B,0,6
0,5,4,2,0,Anubis,B,0,11
0,2,0,4,0,Anubis,B,0,6
0,7,2,3,0,Anubis,P,0,12
0,3,0,4,0,Anubis,P,0,7
0,2,0,1,0,Anubis,P,0,3
0,4,2,4,0,Anubis,P,0,10
0,4,0,2,0,Anubis,P,0,6
0,2,3,2,0,Anubis,S,0,7
0,3,0,4,0,Anubis,S,0,7
0,9,0,0,0,Anubis,S,0,9
0,2,2,3,0,Anubis,S,0,7
0,4,0,1,0,Anubis,S,0,5
0,7,3,2,0,Maat,N,0,12
0,4,0,1,0,Maat,N,0,5
1,6,0,0,0,Maat,N,0,7
0,6,3,2,0,Maat,N,0,11
0,4,0,0,0,Maat,N,0,4
0,6,3,1,0,Maat,I,0,10
2,7,0,0,0,Maat,I,0,9
0,2,1,0,0,Maat,I,0,3
0,7,3,0,0,Maat,I,0,10
0,7,0,0,0,Maat,I,0,7
0,7,4,1,0,Maat,B,0,12
1,4,0,0,0,Maat,B,0,5
0,2,1,1,0,Maat,B,0,4
0,3,4,0,0,Maat,B,0,7
0,8,0,0,0,Maat,B,0,8
0,6,3,1,0,Maat,P,0,10
3,8,0,0,0,Maat,P,0,11
1,7,1,0,0,Maat,P,0,9
0,6,3,3,0,Maat,P,0,12
1,11,0,0,0,Maat,P,0,12
0,7,5,1,0,Maat,S,0,13
0,5,0,0,0,Maat,S,0,5
0,4,1,0,0,Maat,S,0,5
0,2,3,4,0,Maat,S,0,9
2,9,0,0,0,Maat,S,0,11
0,6,4,0,0,Ptah,N,0,10
0,11,0,2,0,Ptah,N,0,13
0,7,1,1,0,Ptah,N,0,9
0,7,3,3,0,Ptah,N,0,13
1,10,0,2,0,Ptah,N,0,13
0,3,4,0,0,Ptah,I,0,7
0,9,0,5,0,Ptah,I,0,14
0,2,0,0,0,Ptah,I,0,2
0,3,4,1,0,Ptah,I,0,8
0,7,0,4,0,Ptah,I,0,11
0,7,5,1,0,Ptah,B,0,13
0,7,0,1,0,Ptah,B,0,8
0,7,0,0,0,Ptah,B,0,7
0,9,3,3,0,Ptah,B,0,15
1,5,0,0,0,Ptah,B,0,6
0,4,5,2,0,Ptah,P,0,11
0,8,0,3,0,Ptah,P,0,11
0,5,1,1,0,Ptah,P,0,7
0,7,3,2,0,Ptah,P,0,12
0,7,0,2,0,Ptah,P,0,9
0,7,2,4,0,Ptah,S,0,13
0,9,0,2,0,Ptah,S,0,11
0,7,1,0,0,Ptah,S,0,8
0,9,5,3,0,Ptah,S,0,17
0,6,0,1,0,Ptah,S,0,7
0,6,2,2,0,Thoth,I,5,10
2,7,0,3,0,Thoth,I,5,12
0,7,0,1,0,Thoth,I,5,8
0,5,2,0,0,Thoth,I,5,7
2,8,0,0,0,Thoth,I,5,10
0,7,0,0,0,Thoth,I,5,7
0,4,3,0,0,Thoth,I,5,7
1,5,0,2,0,Thoth,I,5,8
0,6,2,1,0,Thoth,I,5,9
0,2,5,1,0,Thoth,I,5,8
0,5,4,2,0,Thoth,I,0,11
0,8,0,0,0,Thoth,I,0,8
1,4,0,1,0,Thoth,I,0,6
0,3,5,1,0,Thoth,I,0,9
1,5,0,0,0,Thoth,I,0,6
0,7,1,0,0,Thoth,I,0,8
0,3,5,0,0,Thoth,I,0,8
0,3,0,2,0,Thoth,I,0,5
0,7,0,0,0,Thoth,I,0,7
0,3,3,0,0,Thoth,I,0,6
0,6,3,2,0,Ptah,S,4,11
1,13,0,0,0,Ptah,S,4,14
0,11,2,0,0,Ptah,S,4,13
0,6,3,2,0,Ptah,S,4,11
1,5,0,3,0,Ptah,S,4,9
0,6,0,1,0,Ptah,S,4,7
0,2,4,3,0,Ptah,S,4,9
1,8,0,1,0,Ptah,S,4,10
0,7,0,0,0,Ptah,S,4,7
0,3,3,2,0,Ptah,S,4,8
0,5,2,0,0,Thoth,B,5,7
2,7,0,0,0,Thoth,B,5,9
1,11,0,0,0,Thoth,B,5,12
0,2,4,1,0,Thoth,B,5,7
0,8,0,1,0,Thoth,B,5,9
0,6,0,1,0,Thoth,B,5,7
1,4,3,0,0,Thoth,B,5,8
0,8,0,2,0,Thoth,B,5,10
0,7,0,1,0,Thoth,B,5,8
0,6,2,1,0,Thoth,B,5,9
0,2,4,1,0,Thoth,S,0,7
0,5,0,2,0,Thoth,S,0,7
0,7,0,0,0,Thoth,S,0,7
0,7,4,1,0,Thoth,S,0,12
0,7,0,1,0,Thoth,S,0,8
0,6,2,0,0,Thoth,S,0,8
0,6,2,3,0,Thoth,S,0,11
1,3,0,3,0,Thoth,S,0,7
0,6,0,0,0,Thoth,S,0,6
0,3,4,0,0,Thoth,S,0,7
0,2,5,2,0,Thoth,N,0,9
3,6,0,0,0,Thoth,N,0,9
0,6,0,0,0,Thoth,N,0,6
0,5,4,2,0,Thoth,N,0,11
0,6,0,1,0,Thoth,N,0,7
0,7,0,1,0,Thoth,N,0,8
0,6,3,2,0,Thoth,N,0,11
0,10,0,0,1,Thoth,N,0,11
0,8,0,0,0,Thoth,N,0,8
0,2,4,2,0,Thoth,N,0,8
0,7,4,1,0,Maat,B,2,12
0,5,0,0,0,Maat,B,2,5
1,7,0,0,0,Maat,B,2,8
0,6,3,1,0,Maat,B,2,10
3,5,0,0,0,Maat,B,2,8
2,8,0,0,0,Maat,B,2,10
0,7,3,1,0,Maat,B,2,11
3,7,0,1,0,Maat,B,2,11
0,7,1,0,0,Maat,B,2,8
0,8,3,0,0,Maat,B,2,11
0,3,4,3,0,Ptah,N,4,10
0,7,0,5,0,Ptah,N,4,12
0,8,1,0,0,Ptah,N,4,9
0,2,4,1,0,Ptah,N,4,7
0,5,0,1,0,Ptah,N,4,6
1,18,1,5,0,Ptah,N,4,25
0,8,4,0,0,Ptah,N,4,12
0,9,0,2,0,Ptah,N,4,11
0,8,0,0,0,Ptah,N,4,8
0,2,5,3,0,Ptah,N,4,10
0,3,3,5,0,Anubis,S,3,11
0,2,0,4,0,Anubis,S,3,6
0,7,1,1,0,Anubis,S,3,9
0,2,5,5,0,Anubis,S,3,12
0,3,0,2,0,Anubis,S,3,5
0,7,0,1,0,Anubis,S,3,8
0,7,3,2,0,Anubis,S,3,12
0,2,0,6,0,Anubis,S,3,8
